protein,idx,rmsd
5m5e__1__1.A_1.B__1.F_1.K,0,24.7031
5m5e__1__1.A_1.B__1.F_1.K,1,25.7584
5m5e__1__1.A_1.B__1.F_1.K,2,24.1201
5m5e__1__1.A_1.B__1.F_1.K,3,26.1327
5m5e__1__1.A_1.B__1.F_1.K,4,34.759
5m5u__1__1.A__1.C,0,5.8945
5m5u__1__1.A__1.C,1,6.30694
5m5u__1__1.A__1.C,2,6.22761
5m5u__1__1.A__1.C,3,6.27236
5m5u__1__1.A__1.C,4,6.0508
5m7u__1__1.A_1.B__1.D,0,34.6934
5m7u__1__1.A_1.B__1.D,1,35.0647
5m7u__1__1.A_1.B__1.D,2,34.7791
5m7u__1__1.A_1.B__1.D,3,34.9377
5m7u__1__1.A_1.B__1.D,4,34.835
5m8l__4__1.D__1.U,0,25.0856
5m8l__4__1.D__1.U,1,24.9973
5m8l__4__1.D__1.U,2,24.3429
5m8l__4__1.D__1.U,3,26.3332
5m8l__4__1.D__1.U,4,27.6219
5m8m__3__1.C__1.Q,0,25.78
5m8m__3__1.C__1.Q,1,25.337
5m8m__3__1.C__1.Q,2,25.3254
5m8m__3__1.C__1.Q,3,25.3852
5m8m__3__1.C__1.Q,4,26.277
5man__1__1.A__1.B,0,2.61204
5man__1__1.A__1.B,1,1.05568
5man__1__1.A__1.B,2,1.03049
5man__1__1.A__1.B,3,1.15821
5man__1__1.A__1.B,4,2.57348
5ml8__1__1.A__1.B,0,1.52704
5ml8__1__1.A__1.B,1,1.50841
5ml8__1__1.A__1.B,2,1.4245
5ml8__1__1.A__1.B,3,1.33493
5ml8__1__1.A__1.B,4,1.4857
5n0m__1__2.A__2.B_2.I,0,1.01367
5n0m__1__2.A__2.B_2.I,1,0.814288
5n0m__1__2.A__2.B_2.I,2,0.707641
5n0m__1__2.A__2.B_2.I,3,0.930203
5n0m__1__2.A__2.B_2.I,4,0.704776
5nbx__2__1.B__1.D,0,0.698242
5nbx__2__1.B__1.D,1,0.678639
5nbx__2__1.B__1.D,2,0.711589
5nbx__2__1.B__1.D,3,0.840883
5nbx__2__1.B__1.D,4,0.74308
5nmt__1__1.B__1.E,0,20.3566
5nmt__1__1.B__1.E,1,20.5727
5nmt__1__1.B__1.E,2,20.1852
5nmt__1__1.B__1.E,3,20.6032
5nmt__1__1.B__1.E,4,20.0363
5nn4__1__1.A__1.D,0,27.0715
5nn4__1__1.A__1.D,1,27.0575
5nn4__1__1.A__1.D,2,26.981
5nn4__1__1.A__1.D,3,27.028
5nn4__1__1.A__1.D,4,26.9931
5np8__1__1.A__1.B,0,3.85242
5np8__1__1.A__1.B,1,3.76043
5np8__1__1.A__1.B,2,7.16281
5np8__1__1.A__1.B,3,3.76046
5np8__1__1.A__1.B,4,6.84734
5npp__1__1.B__1.O,0,28.9811
5npp__1__1.B__1.O,1,7.84667
5npp__1__1.B__1.O,2,29.9114
5npp__1__1.B__1.O,3,30.5363
5npp__1__1.B__1.O,4,30.6357
5nr3__1__1.A__1.C,0,5.62905
5nr3__1__1.A__1.C,1,2.01432
5nr3__1__1.A__1.C,2,2.66428
5nr3__1__1.A__1.C,3,3.33936
5nr3__1__1.A__1.C,4,5.40443
5o3w__2__1.B__1.F,0,20.1919
5o3w__2__1.B__1.F,1,20.0476
5o3w__2__1.B__1.F,2,20.2024
5o3w__2__1.B__1.F,3,18.2298
5o3w__2__1.B__1.F,4,17.9363
5o3w__4__1.D__1.H,0,18.7967
5o3w__4__1.D__1.H,1,19.1161
5o3w__4__1.D__1.H,2,17.8811
5o3w__4__1.D__1.H,3,19.1754
5o3w__4__1.D__1.H,4,18.2045
5oah__1__1.A__1.D_1.E,0,0.648197
5oah__1__1.A__1.D_1.E,1,0.730538
5oah__1__1.A__1.D_1.E,2,0.815099
5oah__1__1.A__1.D_1.E,3,0.713387
5oah__1__1.A__1.D_1.E,4,0.703
5odc__1__1.A_1.G__1.SA,0,32.3034
5odc__1__1.A_1.G__1.SA,1,32.1872
5odc__1__1.A_1.G__1.SA,2,32.3701
5odc__1__1.A_1.G__1.SA,3,31.9669
5odc__1__1.A_1.G__1.SA,4,32.2267
5odi__1__1.A_1.G__1.N,0,0.412751
5odi__1__1.A_1.G__1.N,1,0.39914
5odi__1__1.A_1.G__1.N,2,0.403763
5odi__1__1.A_1.G__1.N,3,0.527351
5odi__1__1.A_1.G__1.N,4,0.484323
5oju__1__2.B__2.K,0,0.297451
5oju__1__2.B__2.K,1,0.26607
5oju__1__2.B__2.K,2,0.268692
5oju__1__2.B__2.K,3,0.259856
5oju__1__2.B__2.K,4,0.285066
5oo2__1__2.B__2.P,0,0.292682
5oo2__1__2.B__2.P,1,0.32688
5oo2__1__2.B__2.P,2,0.281113
5oo2__1__2.B__2.P,3,0.278355
5oo2__1__2.B__2.P,4,0.287904
5ost__1__1.A__1.P,0,0.302084
5ost__1__1.A__1.P,1,0.380802
5ost__1__1.A__1.P,2,0.298233
5ost__1__1.A__1.P,3,0.254101
5ost__1__1.A__1.P,4,0.285735
5ov6__1__1.A__1.B,0,3.89978
5ov6__1__1.A__1.B,1,0.753983
5ov6__1__1.A__1.B,2,5.3597
5ov6__1__1.A__1.B,3,4.58923
5ov6__1__1.A__1.B,4,4.59604
5qpg__1__2.A__2.H,0,24.3364
5qpg__1__2.A__2.H,1,24.3027
5qpg__1__2.A__2.H,2,24.365
5qpg__1__2.A__2.H,3,24.4031
5qpg__1__2.A__2.H,4,24.6498
5qto__1__1.A_1.B__1.H,0,5.10612
5qto__1__1.A_1.B__1.H,1,23.6549
5qto__1__1.A_1.B__1.H,2,4.96453
5qto__1__1.A_1.B__1.H,3,5.1235
5qto__1__1.A_1.B__1.H,4,1.08012
5qtp__1__1.A_1.B__1.G,0,24.581
5qtp__1__1.A_1.B__1.G,1,24.5133
5qtp__1__1.A_1.B__1.G,2,24.0682
5qtp__1__1.A_1.B__1.G,3,24.4463
5qtp__1__1.A_1.B__1.G,4,23.9062
5rm2__2__1.B__1.H_1.M_1.N,0,42.0578
5rm2__2__1.B__1.H_1.M_1.N,1,41.9105
5rm2__2__1.B__1.H_1.M_1.N,2,5.02299
5rm2__2__1.B__1.H_1.M_1.N,3,36.8234
5rm2__2__1.B__1.H_1.M_1.N,4,36.8117
5slg__1__1.A__1.G,0,1.78742
5slg__1__1.A__1.G,1,1.82994
5slg__1__1.A__1.G,2,1.24972
5slg__1__1.A__1.G,3,1.22392
5slg__1__1.A__1.G,4,1.43733
5sun__1__1.A_1.B__1.D_1.J,0,8.14405
5sun__1__1.A_1.B__1.D_1.J,1,8.31459
5sun__1__1.A_1.B__1.D_1.J,2,8.06379
5sun__1__1.A_1.B__1.D_1.J,3,8.95498
5sun__1__1.A_1.B__1.D_1.J,4,8.95775
5svf__2__1.C__1.L,0,0.690028
5svf__2__1.C__1.L,1,0.378344
5svf__2__1.C__1.L,2,0.580431
5svf__2__1.C__1.L,3,0.622216
5svf__2__1.C__1.L,4,0.484128
5svl__2__3.B__3.T,0,70.1243
5svl__2__3.B__3.T,1,71.6213
5svl__2__3.B__3.T,2,69.2239
5svl__2__3.B__3.T,3,71.0465
5svl__2__3.B__3.T,4,71.7269
5t2p__1__1.A__1.G,0,4.12329
5t2p__1__1.A__1.G,1,4.58403
5t2p__1__1.A__1.G,2,2.94656
5t2p__1__1.A__1.G,3,3.4138
5t2p__1__1.A__1.G,4,7.36579
5t64__1__1.B__1.M,0,0.821497
5t64__1__1.B__1.M,1,1.29721
5t64__1__1.B__1.M,2,1.20091
5t64__1__1.B__1.M,3,1.32124
5t64__1__1.B__1.M,4,1.09787
5tiy__1__1.A__1.C,0,1.27791
5tiy__1__1.A__1.C,1,1.40171
5tiy__1__1.A__1.C,2,1.2565
5tiy__1__1.A__1.C,3,1.64321
5tiy__1__1.A__1.C,4,1.46164
5tw8__2__1.B__1.G,0,1.32199
5tw8__2__1.B__1.G,1,1.24606
5tw8__2__1.B__1.G,2,1.58177
5tw8__2__1.B__1.G,3,1.13285
5tw8__2__1.B__1.G,4,1.40059
5u1w__1__1.A_2.A_3.A__3.E,0,21.5005
5u1w__1__1.A_2.A_3.A__3.E,1,20.857
5u1w__1__1.A_2.A_3.A__3.E,2,20.138
5u1w__1__1.A_2.A_3.A__3.E,3,20.5521
5u1w__1__1.A_2.A_3.A__3.E,4,20.4967
5u1x__1__1.A_3.A__1.E,0,3.26172
5u1x__1__1.A_3.A__1.E,1,3.48223
5u1x__1__1.A_3.A__1.E,2,3.9553
5u1x__1__1.A_3.A__1.E,3,3.53292
5u1x__1__1.A_3.A__1.E,4,3.27025
5u1y__1__1.A_2.A__2.E,0,18.1346
5u1y__1__1.A_2.A__2.E,1,18.0186
5u1y__1__1.A_2.A__2.E,2,18.0348
5u1y__1__1.A_2.A__2.E,3,17.6494
5u1y__1__1.A_2.A__2.E,4,17.4601
5u8z__1__1.D__1.O_1.P,0,7.0216
5u8z__1__1.D__1.O_1.P,1,7.06791
5u8z__1__1.D__1.O_1.P,2,7.00768
5u8z__1__1.D__1.O_1.P,3,7.03782
5u8z__1__1.D__1.O_1.P,4,7.01595
5ufi__3__1.C__1.G,0,1.52146
5ufi__3__1.C__1.G,1,1.31703
5ufi__3__1.C__1.G,2,1.30795
5ufi__3__1.C__1.G,3,1.26114
5ufi__3__1.C__1.G,4,1.25373
5ui4__1__1.D_1.F__1.L,0,38.7814
5ui4__1__1.D_1.F__1.L,1,39.3785
5ui4__1__1.D_1.F__1.L,2,39.1188
5ui4__1__1.D_1.F__1.L,3,39.6047
5ui4__1__1.D_1.F__1.L,4,39.4066
5uj7__1__1.C__1.K,0,1.49001
5uj7__1__1.C__1.K,1,1.46841
5uj7__1__1.C__1.K,2,1.74627
5uj7__1__1.C__1.K,3,1.44346
5uj7__1__1.C__1.K,4,1.60962
5us1__4__1.G__1.X,0,1.03734
5us1__4__1.G__1.X,1,0.665472
5us1__4__1.G__1.X,2,0.745435
5us1__4__1.G__1.X,3,0.784145
5us1__4__1.G__1.X,4,0.584177
5uy8__1__1.A_1.B__1.G,0,0.393812
5uy8__1__1.A_1.B__1.G,1,0.365293
5uy8__1__1.A_1.B__1.G,2,0.517757
5uy8__1__1.A_1.B__1.G,3,0.47453
5uy8__1__1.A_1.B__1.G,4,0.321147
5uz0__1__1.A_1.B__1.F,0,0.453026
5uz0__1__1.A_1.B__1.F,1,0.388414
5uz0__1__1.A_1.B__1.F,2,0.501739
5uz0__1__1.A_1.B__1.F,3,0.984449
5uz0__1__1.A_1.B__1.F,4,0.581461
5v3a__2__2.C_3.C_3.D__3.L,0,27.2338
5v3a__2__2.C_3.C_3.D__3.L,1,27.0598
5v3a__2__2.C_3.C_3.D__3.L,2,27.1541
5v3a__2__2.C_3.C_3.D__3.L,3,27.2205
5v3a__2__2.C_3.C_3.D__3.L,4,27.0649
5v3x__1__1.A__1.C,0,0.585243
5v3x__1__1.A__1.C,1,0.662197
5v3x__1__1.A__1.C,2,0.587073
5v3x__1__1.A__1.C,3,0.672861
5v3x__1__1.A__1.C,4,0.83408
5v3y__1__1.A__1.C,0,0.582489
5v3y__1__1.A__1.C,1,0.486924
5v3y__1__1.A__1.C,2,0.692026
5v3y__1__1.A__1.C,3,0.661803
5v3y__1__1.A__1.C,4,0.516716
5vr7__1__1.A_1.B__1.C,0,27.2038
5vr7__1__1.A_1.B__1.C,1,31.1175
5vr7__1__1.A_1.B__1.C,2,27.8479
5vr7__1__1.A_1.B__1.C,3,29.4618
5vr7__1__1.A_1.B__1.C,4,31.5578
5vro__1__1.A_1.B__1.C,0,24.9473
5vro__1__1.A_1.B__1.C,1,24.1168
5vro__1__1.A_1.B__1.C,2,26.1703
5vro__1__1.A_1.B__1.C,3,23.2046
5vro__1__1.A_1.B__1.C,4,22.4245
5vsj__1__1.B__1.E,0,1.15888
5vsj__1__1.B__1.E,1,1.01995
5vsj__1__1.B__1.E,2,1.1026
5vsj__1__1.B__1.E,3,1.00686
5vsj__1__1.B__1.E,4,1.12143
5vt4__1__1.A__1.E,0,1.04891
5vt4__1__1.A__1.E,1,0.968071
5vt4__1__1.A__1.E,2,0.979293
5vt4__1__1.A__1.E,3,1.13671
5vt4__1__1.A__1.E,4,1.07925
5vwo__1__1.A_1.B__1.D,0,1.6957
5vwo__1__1.A_1.B__1.D,1,1.97514
5vwo__1__1.A_1.B__1.D,2,1.77173
5vwo__1__1.A_1.B__1.D,3,1.77819
5vwo__1__1.A_1.B__1.D,4,1.60417
5w6y__1__1.A_1.B__1.D,0,25.4851
5w6y__1__1.A_1.B__1.D,1,24.9877
5w6y__1__1.A_1.B__1.D,2,25.427
5w6y__1__1.A_1.B__1.D,3,25.9287
5w6y__1__1.A_1.B__1.D,4,25.2682
5wdk__1__1.F__1.W,0,9.22031
5wdk__1__1.F__1.W,1,9.18367
5wdk__1__1.F__1.W,2,9.11906
5wdk__1__1.F__1.W,3,13.7905
5wdk__1__1.F__1.W,4,1.79538
5wdl__1__1.F__1.V,0,0.465869
5wdl__1__1.F__1.V,1,0.507175
5wdl__1__1.F__1.V,2,1.04905
5wdl__1__1.F__1.V,3,0.571555
5wdl__1__1.F__1.V,4,0.554341
5wgt__2__1.A_2.A__1.O,0,26.9359
5wgt__2__1.A_2.A__1.O,1,26.8906
5wgt__2__1.A_2.A__1.O,2,26.8586
5wgt__2__1.A_2.A__1.O,3,26.9247
5wgt__2__1.A_2.A__1.O,4,26.9779
5wgu__1__1.A__1.N,0,1.19351
5wgu__1__1.A__1.N,1,1.2552
5wgu__1__1.A__1.N,2,1.00906
5wgu__1__1.A__1.N,3,0.941448
5wgu__1__1.A__1.N,4,1.27524
5wgz__1__1.A__1.P,0,6.82352
5wgz__1__1.A__1.P,1,6.85265
5wgz__1__1.A__1.P,2,6.84076
5wgz__1__1.A__1.P,3,6.822
5wgz__1__1.A__1.P,4,6.93023
5xjd__1__1.A_1.B__1.C,0,17.2218
5xjd__1__1.A_1.B__1.C,1,17.5627
5xjd__1__1.A_1.B__1.C,2,17.3584
5xjd__1__1.A_1.B__1.C,3,19.6793
5xjd__1__1.A_1.B__1.C,4,19.5158
5xpi__1__1.A__1.B,0,1.36601
5xpi__1__1.A__1.B,1,2.27973
5xpi__1__1.A__1.B,2,1.73203
5xpi__1__1.A__1.B,3,1.37891
5xpi__1__1.A__1.B,4,1.6995
5yea__2__1.B__1.G,0,0.236222
5yea__2__1.B__1.G,1,0.373259
5yea__2__1.B__1.G,2,0.26234
5yea__2__1.B__1.G,3,0.299302
5yea__2__1.B__1.G,4,0.286653
5yij__1__1.A_1.C__1.E,0,13.1565
5yij__1__1.A_1.C__1.E,1,11.5519
5yij__1__1.A_1.C__1.E,2,11.6652
5yij__1__1.A_1.C__1.E,3,12.1407
5yij__1__1.A_1.C__1.E,4,13.5164
5ylt__1__1.A__1.C,0,1.88236
5ylt__1__1.A__1.C,1,1.52783
5ylt__1__1.A__1.C,2,1.54745
5ylt__1__1.A__1.C,3,4.38213
5ylt__1__1.A__1.C,4,4.28433
5zk4__2__1.B__1.J_1.N,0,1.45637
5zk4__2__1.B__1.J_1.N,1,1.55232
5zk4__2__1.B__1.J_1.N,2,2.67347
5zk4__2__1.B__1.J_1.N,3,1.1403
5zk4__2__1.B__1.J_1.N,4,1.45624
5zq7__1__1.A_1.B__1.E,0,14.6613
5zq7__1__1.A_1.B__1.E,1,14.7606
5zq7__1__1.A_1.B__1.E,2,14.4989
5zq7__1__1.A_1.B__1.E,3,15.5741
5zq7__1__1.A_1.B__1.E,4,27.4672
5zqs__1__1.B__1.D,0,6.3598
5zqs__1__1.B__1.D,1,6.0253
5zqs__1__1.B__1.D,2,5.90376
5zqs__1__1.B__1.D,3,6.07787
5zqs__1__1.B__1.D,4,5.94283
5zqx__1__1.A__1.E,0,6.31219
5zqx__1__1.A__1.E,1,6.37004
5zqx__1__1.A__1.E,2,5.85876
5zqx__1__1.A__1.E,3,6.32181
5zqx__1__1.A__1.E,4,6.31875
6a8p__3__1.C__1.F,0,0.88124
6a8p__3__1.C__1.F,1,1.01211
6a8p__3__1.C__1.F,2,1.05741
6a8p__3__1.C__1.F,3,1.06275
6a8p__3__1.C__1.F,4,0.99726
6apl__1__1.A__1.G,0,0.349313
6apl__1__1.A__1.G,1,0.360837
6apl__1__1.A__1.G,2,0.348468
6apl__1__1.A__1.G,3,0.392821
6apl__1__1.A__1.G,4,0.350743
6apl__3__1.C__1.N,0,29.4344
6apl__3__1.C__1.N,1,29.2872
6apl__3__1.C__1.N,2,29.4442
6apl__3__1.C__1.N,3,28.9401
6apl__3__1.C__1.N,4,29.7064
6apw__1__1.A__1.B,0,0.590682
6apw__1__1.A__1.B,1,1.00892
6apw__1__1.A__1.B,2,0.831819
6apw__1__1.A__1.B,3,0.673939
6apw__1__1.A__1.B,4,0.414903
6aqn__1__1.A__1.B,0,0.782933
6aqn__1__1.A__1.B,1,1.17035
6aqn__1__1.A__1.B,2,1.23375
6aqn__1__1.A__1.B,3,0.415065
6aqn__1__1.A__1.B,4,0.41722
6au0__1__1.A__1.B,0,1.53849
6au0__1__1.A__1.B,1,1.55466
6au0__1__1.A__1.B,2,1.06785
6au0__1__1.A__1.B,3,1.28066
6au0__1__1.A__1.B,4,1.38418
6b24__1__1.A_1.B_1.C__1.H,0,34.4044
6b24__1__1.A_1.B_1.C__1.H,1,21.5902
6b24__1__1.A_1.B_1.C__1.H,2,25.5681
6b24__1__1.A_1.B_1.C__1.H,3,206.097
6b24__1__1.A_1.B_1.C__1.H,4,25.1007
6bjo__1__1.B__1.D,0,1.29886
6bjo__1__1.B__1.D,1,1.13175
6bjo__1__1.B__1.D,2,1.27259
6bjo__1__1.B__1.D,3,1.2849
6bjo__1__1.B__1.D,4,1.22177
6bkx__1__2.A__2.F,0,20.8949
6bkx__1__2.A__2.F,1,6.95662
6bkx__1__2.A__2.F,2,20.4587
6bkx__1__2.A__2.F,3,23.7693
6bkx__1__2.A__2.F,4,7.38978
6bkz__1__1.A_1.B__1.D,0,14.14
6bkz__1__1.A_1.B__1.D,1,11.005
6bkz__1__1.A_1.B__1.D,2,11.0015
6bkz__1__1.A_1.B__1.D,3,12.1028
6bkz__1__1.A_1.B__1.D,4,14.4525
6bl0__1__1.A__1.G,0,24.4014
6bl0__1__1.A__1.G,1,7.60651
6bl0__1__1.A__1.G,2,24.4817
6bl0__1__1.A__1.G,3,25.2437
6bl0__1__1.A__1.G,4,22.8549
6bo6__1__3.A__3.B,0,3.34161
6bo6__1__3.A__3.B,1,4.38398
6bo6__1__3.A__3.B,2,4.1271
6bo6__1__3.A__3.B,3,2.09325
6bo6__1__3.A__3.B,4,1.79609
6boi__1__1.A__1.C,0,1.9668
6boi__1__1.A__1.C,1,9.85395
6boi__1__1.A__1.C,2,12.934
6boi__1__1.A__1.C,3,13.3719
6boi__1__1.A__1.C,4,10.2217
6bsl__1__1.A__1.D_1.F,0,1.99271
6bsl__1__1.A__1.D_1.F,1,1.97556
6bsl__1__1.A__1.D_1.F,2,2.13641
6bsl__1__1.A__1.D_1.F,3,2.00982
6bsl__1__1.A__1.D_1.F,4,2.10099
6bto__1__1.A__1.D_1.F,0,1.45441
6bto__1__1.A__1.D_1.F,1,1.35634
6bto__1__1.A__1.D_1.F,2,0.561327
6bto__1__1.A__1.D_1.F,3,0.725398
6bto__1__1.A__1.D_1.F,4,0.602731
6btp__1__1.A__1.D_1.F,0,0.391919
6btp__1__1.A__1.D_1.F,1,0.539494
6btp__1__1.A__1.D_1.F,2,0.421262
6btp__1__1.A__1.D_1.F,3,0.521731
6btp__1__1.A__1.D_1.F,4,0.528563
6c0m__1__1.B__1.R,0,1.31347
6c0m__1__1.B__1.R,1,1.23811
6c0m__1__1.B__1.R,2,1.27048
6c0m__1__1.B__1.R,3,0.936011
6c0m__1__1.B__1.R,4,2.45818
6cfc__1__1.A__1.B,0,0.763994
6cfc__1__1.A__1.B,1,0.795661
6cfc__1__1.A__1.B,2,0.717296
6cfc__1__1.A__1.B,3,0.608442
6cfc__1__1.A__1.B,4,0.731339
6cq8__1__1.A__1.H,0,0.984608
6cq8__1__1.A__1.H,1,1.02573
6cq8__1__1.A__1.H,2,1.28095
6cq8__1__1.A__1.H,3,1.21121
6cq8__1__1.A__1.H,4,1.0442
6cq9__1__1.A__1.F,0,1.24154
6cq9__1__1.A__1.F,1,1.2047
6cq9__1__1.A__1.F,2,1.19718
6cq9__1__1.A__1.F,3,1.19448
6cq9__1__1.A__1.F,4,1.16505
6ddh__1__2.A__2.B,0,0.559346
6ddh__1__2.A__2.B,1,0.615498
6ddh__1__2.A__2.B,2,0.524446
6ddh__1__2.A__2.B,3,0.535871
6ddh__1__2.A__2.B,4,0.564182
6dft__2__1.E_1.F_1.G_1.H__1.T_1.U,0,30.4952
6dft__2__1.E_1.F_1.G_1.H__1.T_1.U,1,30.5721
6dft__2__1.E_1.F_1.G_1.H__1.T_1.U,2,30.9781
6dft__2__1.E_1.F_1.G_1.H__1.T_1.U,3,31.1467
6dft__2__1.E_1.F_1.G_1.H__1.T_1.U,4,30.4405
6dte__1__1.A__1.C,0,0.638343
6dte__1__1.A__1.C,1,0.628272
6dte__1__1.A__1.C,2,0.634231
6dte__1__1.A__1.C,3,0.63916
6dte__1__1.A__1.C,4,0.65308
6e07__4__1.F__1.QA,0,0.709176
6e07__4__1.F__1.QA,1,0.71023
6e07__4__1.F__1.QA,2,0.797978
6e07__4__1.F__1.QA,3,0.881378
6e07__4__1.F__1.QA,4,1.06993
6e08__1__1.A__1.B,0,1.04993
6e08__1__1.A__1.B,1,1.07492
6e08__1__1.A__1.B,2,1.15643
6e08__1__1.A__1.B,3,1.01317
6e08__1__1.A__1.B,4,1.27108
6e1a__1__1.A__1.B_1.C_1.G,0,2.83867
6e1a__1__1.A__1.B_1.C_1.G,1,2.48771
6e1a__1__1.A__1.B_1.C_1.G,2,2.86498
6e1a__1__1.A__1.B_1.C_1.G,3,2.83486
6e1a__1__1.A__1.B_1.C_1.G,4,2.85999
6eut__1__1.A__1.C,0,1.09295
6eut__1__1.A__1.C,1,1.06117
6eut__1__1.A__1.C,2,1.45544
6eut__1__1.A__1.C,3,1.25754
6eut__1__1.A__1.C,4,1.13049
6ex0__1__2.B__2.D,0,2.66348
6ex0__1__2.B__2.D,1,2.74225
6ex0__1__2.B__2.D,2,1.89973
6ex0__1__2.B__2.D,3,2.45512
6ex0__1__2.B__2.D,4,2.6136
6f22__1__1.A__1.C,0,0.566017
6f22__1__1.A__1.C,1,0.541008
6f22__1__1.A__1.C,2,0.552333
6f22__1__1.A__1.C,3,0.486564
6f22__1__1.A__1.C,4,0.519907
6f5w__1__1.B__1.HA,0,33.0267
6f5w__1__1.B__1.HA,1,0.611924
6f5w__1__1.B__1.HA,2,0.596933
6f5w__1__1.B__1.HA,3,0.579991
6f5w__1__1.B__1.HA,4,0.584403
6fgx__1__1.A__1.C_1.D,0,1.56254
6fgx__1__1.A__1.C_1.D,1,1.79539
6fgx__1__1.A__1.C_1.D,2,1.71295
6fgx__1__1.A__1.C_1.D,3,1.73249
6fgx__1__1.A__1.C_1.D,4,1.86336
6fhv__1__3.A__3.G,0,36.6825
6fhv__1__3.A__3.G,1,36.6819
6fhv__1__3.A__3.G,2,36.6376
6fhv__1__3.A__3.G,3,36.646
6fhv__1__3.A__3.G,4,36.5775
6fhy__1__1.A__1.C,0,34.944
6fhy__1__1.A__1.C,1,1.96631
6fhy__1__1.A__1.C,2,35.0008
6fhy__1__1.A__1.C,3,2.38568
6fhy__1__1.A__1.C,4,2.24625
6fl8__2__1.B__1.J_1.K_1.L,0,0.314038
6fl8__2__1.B__1.J_1.K_1.L,1,0.372846
6fl8__2__1.B__1.J_1.K_1.L,2,0.398043
6fl8__2__1.B__1.J_1.K_1.L,3,0.374505
6fl8__2__1.B__1.J_1.K_1.L,4,0.411366
6flu__1__1.B__1.R,0,35.9315
6flu__1__1.B__1.R,1,35.9236
6flu__1__1.B__1.R,2,36.082
6flu__1__1.B__1.R,3,36.4785
6flu__1__1.B__1.R,4,36.3423
6fns__2__1.B__1.E,0,0.442531
6fns__2__1.B__1.E,1,0.483669
6fns__2__1.B__1.E,2,0.433262
6fns__2__1.B__1.E,3,0.484139
6fns__2__1.B__1.E,4,0.499327
6fnt__2__1.B__1.D,0,0.314638
6fnt__2__1.B__1.D,1,0.284232
6fnt__2__1.B__1.D,2,0.306805
6fnt__2__1.B__1.D,3,0.36733
6fnt__2__1.B__1.D,4,0.301132
6fxk__1__2.A__2.B,0,43.1745
6fxk__1__2.A__2.B,1,42.8549
6fxk__1__2.A__2.B,2,43.5387
6fxk__1__2.A__2.B,3,43.4046
6fxk__1__2.A__2.B,4,43.2653
6fxr__1__1.A__1.B,0,42.9236
6fxr__1__1.A__1.B,1,43.1059
6fxr__1__1.A__1.B,2,42.9359
6fxr__1__1.A__1.B,3,42.8372
6fxr__1__1.A__1.B,4,43.3013
6g27__1__1.A__1.B,0,0.613714
6g27__1__1.A__1.B,1,0.739793
6g27__1__1.A__1.B,2,0.573676
6g27__1__1.A__1.B,3,0.741959
6g27__1__1.A__1.B,4,0.280279
6g3y__1__1.A__1.D,0,0.391391
6g3y__1__1.A__1.D,1,0.372748
6g3y__1__1.A__1.D,2,0.413761
6g3y__1__1.A__1.D,3,0.434276
6g3y__1__1.A__1.D,4,0.427063
6g9s__1__1.A__1.B,0,2.2312
6g9s__1__1.A__1.B,1,2.16388
6g9s__1__1.A__1.B,2,2.00715
6g9s__1__1.A__1.B,3,2.1948
6g9s__1__1.A__1.B,4,2.22768
6gbx__1__1.A__1.D_1.F,0,1.10696
6gbx__1__1.A__1.D_1.F,1,1.07978
6gbx__1__1.A__1.D_1.F,2,1.08071
6gbx__1__1.A__1.D_1.F,3,1.1681
6gbx__1__1.A__1.D_1.F,4,1.06823
6gid__1__1.A__1.C,0,44.1555
6gid__1__1.A__1.C,1,44.1251
6gid__1__1.A__1.C,2,44.3605
6gid__1__1.A__1.C,3,44.4019
6gid__1__1.A__1.C,4,45.1001
6gw2__1__1.A__1.C,0,1.65188
6gw2__1__1.A__1.C,1,1.88798
6gw2__1__1.A__1.C,2,1.1677
6gw2__1__1.A__1.C,3,1.54831
6gw2__1__1.A__1.C,4,1.35179
6gw4__1__1.A__1.B,0,1.0641
6gw4__1__1.A__1.B,1,1.17678
6gw4__1__1.A__1.B,2,1.13832
6gw4__1__1.A__1.B,3,1.12036
6gw4__1__1.A__1.B,4,1.37725
6gwv__3__1.O_1.P__1.CA,0,43.2138
6gwv__3__1.O_1.P__1.CA,1,43.2945
6gwv__3__1.O_1.P__1.CA,2,43.2441
6gwv__3__1.O_1.P__1.CA,3,43.3504
6gwv__3__1.O_1.P__1.CA,4,43.3917
6gxv__2__1.B__1.D,0,37.6889
6gxv__2__1.B__1.D,1,38.2717
6gxv__2__1.B__1.D,2,37.2519
6gxv__2__1.B__1.D,3,38.6524
6gxv__2__1.B__1.D,4,37.6191
6gy9__1__1.A_1.B__1.C,0,1.76104
6gy9__1__1.A_1.B__1.C,1,2.95673
6gy9__1__1.A_1.B__1.C,2,2.81876
6gy9__1__1.A_1.B__1.C,3,2.9312
6gy9__1__1.A_1.B__1.C,4,1.99326
6h15__1__1.D__1.G,0,36.6969
6h15__1__1.D__1.G,1,36.7887
6h15__1__1.D__1.G,2,36.6995
6h15__1__1.D__1.G,3,36.6278
6h15__1__1.D__1.G,4,36.1086
6h6m__1__1.C_1.D__1.X,0,30.2212
6h6m__1__1.C_1.D__1.X,1,30.5025
6h6m__1__1.C_1.D__1.X,2,30.0687
6h6m__1__1.C_1.D__1.X,3,31.1688
6h6m__1__1.C_1.D__1.X,4,31.0026
6h7e__1__1.A__1.C,0,0.497929
6h7e__1__1.A__1.C,1,1.06392
